-78.5196,0.464755
-76.469,-22.2884
38.4801,70.924
-70.7197,24.2164
-91.0001,25.9688
0.15205,15.7348
-28.0787,14.0035
5.33484,78.2549
-13.2856,-31.2384
-85.4612,52.5621
-18.3416,65.9353
55.572,-22.82
-14.6597,69.2082
43.5677,-35.4223
-20.8426,-39.1516
-80.9397,26.9712
40.0249,-20.2644
60.5702,-34.8464
-92.1123,-61.4979
-86.4322,-11.7363
-14.7782,-10.4368
26.8228,85.257
85.7206,-61.0915
-69.8746,-85.6116
12.3259,-12.193
70.6903,66.8772
73.7583,53.3903
70.4161,8.63495
27.7955,-50.3933
82.7094,-85.9997
-48.5309,59.1245
7.02455,58.6048
87.0646,70.4146
82.3263,-76.6762
-62.912,-47.7904
-99.188,-22.6724
-67.9128,-44.4935
47.5035,-7.56875
58.0532,76.8526
-67.9782,-41.8345
45.8792,-46.3209
33.2773,-32.7338
-88.8171,59.7732
-20.8338,-20.5512
-99.9152,-76.6682
-49.0983,-62.5736
76.5107,-90.2424
-39.8819,87.0277
-99.9213,30.8533
-64.0131,27.0199
-52.4617,48.4545
63.0644,43.2083
-8.73834,16.1821
93.9219,-91.5192
-19.4537,-6.17215
61.6528,36.6443
-87.5716,60.0167
-66.306,-25.3243
84.355,-19.7476
-71.9495,-92.3064
-47.1127,-29.9521
-51.0836,-88.2128
93.4238,-42.2623
-83.6328,-11.2077
87.014,-66.7924
-66.2047,-78.7318
-93.7975,-8.98642
48.7756,-11.9595
-84.2804,75.823
-38.3272,-94.0681
-47.8066,-87.3698
97.5019,-67.2906
-67.1981,24.4078
35.5661,-75.6004
25.6468,-79.5669
-64.8428,-65.6491
-36.1405,-91.3733
-11.9411,-84.5854
20.7667,72.5083
-24.6845,2.3796
-48.4624,-5.77566
-9.70998,-33.3394
43.0029,30.5131
-39.2415,-43.6773
-71.3931,-72.3122
-46.6811,-29.0659
-9.10976,81.7458
-27.2506,4.58791
45.778,-64.0532
5.04233,17.5712
49.1237,-36.3998
-35.4776,-1.02121
-55.1493,6.46338
1.96406,-14.0072
-90.16,-68.4789
-54.5477,38.9609
73.637,-98.1975
42.3166,-89.5052
27.1409,86.8261
44.8322,0.721717
63.6295,43.8898
-40.5693,13.6239
84.7498,-10.0494
-67.4823,22.2952
22.5049,-20.547
-85.8166,-2.95196
75.697,24.7335
21.9695,5.6585
39.4504,57.1062
-76.2913,89.6215
-66.429,98.0678
-3.50789,18.5472
-90.8722,80.4207
1.66182,-36.0097
88.2937,-93.1243
69.23,-79.8328
67.6495,-99.9141
11.0703,-80.406
-49.0167,40.7232
-10.785,-13.2014
98.8246,-84.2929
90.034,58.3852
-84.6495,-5.18938
-77.3744,-52.5151
81.5656,22.1176
-2.45549,60.967
-85.8824,-28.9593
-74.7379,98.1832
-91.4391,23.4253
-52.3083,-12.7148
-31.7662,64.3112
-13.4166,-61.3996
-69.5717,-70.1151
22.3818,13.0114
-60.2622,-47.5762
-22.8108,-71.6847
-25.0998,60.2897
-57.12,-49.2573
-10.5177,19.191
67.039,57.9533
2.56465,10.8568
63.4001,76.1409
10.8205,-73.6146
99.691,-55.3784
-35.3468,-50.6837
98.6665,-4.65259
-18.2435,52.4591
7.76854,9.02869
94.5687,6.20286
-23.7603,-49.893
-21.3757,20.1137
5.64361,-29.0232
-11.661,55.3994
21.2174,5.76643
-85.0981,29.8349
92.4669,21.2092
-65.386,-61.6342
-99.4366,-43.9394
79.4078,-90.5026
-64.5674,-30.4602
36.5792,37.0659
